ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,REVENUE.MEDICAL_REVENUE_2015,REVENUE.SCIENTIFIC_REVENUE_2015,REVENUE.TECHNICAL_REVENUE_2015,REVENUE.MEDICAL_REVENUE_2016,REVENUE.SCIENTIFIC_REVENUE_2016,REVENUE.TECHNICAL_REVENUE_2016,USAGE.MEDICAL_NO_SESSIONS_2015,USAGE.SCIENTIFIC_NO_SESSIONS_2015,USAGE.TECHNICAL_NO_SESSIONS_2015,USAGE.MEDICAL_NO_SESSIONS_2016,USAGE.SCIENTIFIC_NO_SESSIONS_2016,USAGE.TECHNICAL_NO_SESSIONS_2016,USERS.USERS_2015,USERS.USERS_2016,NPS.NPS_SCORE_2015,NPS.NPS_SCORE_2016,Calc.TotalRevenue2015,Calc.TotalRevenue2016,Calc.IsLapsed
32696388,2013,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Research,176.64,125.12,150.88,0,0,0,36,2,16,,,,4,0,,,452.64,0,1
36013790,2016,UNITED KINGDOM,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,0,0,0,0,0,55,,,,,,40,0,1,,,0,55,0
37222352,2014,RUSSIA,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,176.64,125.12,150.88,0,201.6,239.4,4,2,,,90,65,4,6,,,452.64,441,0
32719503,2014,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate,60,0,50,0,42,0,,,12,,38,,1,1,,,110,42,0
36025223,2016,BELGIUM,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,0,0,0,62.7,41.8,52.25,,,,3,3,15,0,1,,,0,156.75,0
37608307,2015,NETHERLANDS,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate,57,38,47.5,59.85,39.9,49.88,4,6,,15,2,14,1,1,,,142.5,149.63,0
38012292,2012,NETHERLANDS,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,57,38,47.5,59.85,39.9,49.88,4,7,2,4,,1,1,1,,,142.5,149.63,0
32734692,2012,SPAIN,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,57,38,47.5,0,0,0,10,,,,,,1,0,,,142.5,0,1
36038517,2016,FRANCE,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,66,0,55,,,,1,,,0,1,,,0,121,0
38270163,2014,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,155.61,107.73,131.67,4,1,6,45,9,79,1,3,,10,142.5,395.01,0
32744350,2014,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,155.61,107.73,131.67,24,5,4,54,26,11,1,3,,6,142.5,395.01,0
38519516,2014,SPAIN,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,60,0,50,0,79.8,0,4,,12,,68,,1,2,,,110,79.8,0
32750234,2014,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Corporate,264,0,228,0,201.6,0,37,,4,,96,,6,6,,,492,201.6,0
36109167,2016,FRANCE,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,0,0,0,62.7,41.8,52.25,,,,11,10,11,0,1,,,0,156.75,0
32759177,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,60,0,0,117.6,0,0,17,,,90,,,1,2,,,60,117.6,0
36179237,2016,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic,0,0,0,62.7,41.8,52.25,,,,3,4,6,0,1,,,0,156.75,0
39689400,2012,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,57,38,47.5,111.72,75.81,93.77,4,12,5,55,4,9,1,2,,9,142.5,281.3,0
39972979,2015,NETHERLANDS,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research,57,38,47.5,59.85,39.9,49.88,4,4,,1,2,1,1,1,,9,142.5,149.63,0
36211240,2016,FRANCE,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,0,118.8,0,,,,,63,,0,3,,,0,118.8,0
40322387,2013,UNITED STATES,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,60,0,50,163.8,0,0,4,,3,96,,,1,3,,,110,163.8,0
32851762,2014,GERMANY,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,0,0,50,0,0,0,,,13,,,,1,0,,,50,0,1
36218683,2016,FRANCE,SENIOR MANAGER,$1bn+,5000+ employees,Research,0,0,0,0,0,103.4,,,,,,58,0,2,,,0,103.4,0
40479468,2012,UNITED STATES,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,0,42,52.5,4,1,,,12,11,1,1,,,142.5,94.5,0
32855594,2015,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic,0,192,228,0,0,239.4,,43,4,,,186,6,6,,10,420,239.4,0
32872630,2012,BELGIUM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,176.64,125.12,150.88,0,0,0,20,,19,,,,4,0,,,452.64,0,1
40667962,2013,SPAIN,MANAGER,$100-$500m,100 - 500 employees,Academic,105.28,71.44,88.36,189.5,134.23,161.87,4,14,9,23,14,5,2,4,,,265.08,485.6,0
36246307,2016,GERMANY,MANAGER,$20-$50m,11 - 50 employees,Research,0,0,0,62.7,41.8,52.25,,,,7,,,0,1,,8,0,156.75,0
40743748,2013,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,57,38,47.5,111.72,75.81,93.77,4,1,,6,,,1,2,,,142.5,281.3,0
32900567,2012,SPAIN,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,145.08,100.44,122.76,152.33,105.46,128.9,77,,17,22,,,3,3,,,368.28,386.69,0
36254312,2016,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,275.88,200.64,238.26,,,,42,,17,0,6,,,0,714.78,0
41449098,2013,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,60,0,50,0,0,98.7,4,,3,,,58,1,2,,,110,98.7,0
32923845,2015,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,0,0,250,315,0,0,,,85,80,,,5,5,,6,250,315,0
36257066,2016,FRANCE,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,0,0,0,66,44,0,,,,9,1,,0,1,,,0,110,0
41532094,2014,IRELAND,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,105.28,71.44,88.36,0,142.8,172.2,4,4,36,,42,18,2,4,,,265.08,315,0
32931734,2012,RUSSIA,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Research,57,38,47.5,0,0,0,6,,1,,,,1,0,,,142.5,0,1
36304329,2016,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,0,0,0,0,44,0,,,,,22,,0,1,,,0,44,0
32954340,2012,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,300,0,250,315,210,0,18,,16,2,37,,5,5,,,550,525,0
42479819,2015,SPAIN,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,60,0,50,163.8,113.4,0,4,,7,57,47,,1,3,,7,110,277.2,0
32959049,2015,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Corporate,0,136,164,0,0,0,,1,18,,,,4,0,,,300,0,1
32970400,2012,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,156,0,0,0,0,0,54,,,,,,3,0,,,156,0,1
43246060,2014,NETHERLANDS,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,57,38,47.5,155.61,107.73,131.67,4,4,1,8,,81,1,3,,,142.5,395.01,0
36315106,2016,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,0,0,0,275.88,200.64,238.26,,,,44,33,12,0,6,,7,0,714.78,0
43919729,2012,GERMANY,MANAGER,$100-$500m,501 - 1000 employees,Research,57,38,47.5,0,0,0,4,5,5,,,,1,0,,,142.5,0,1
33022947,2015,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,57,38,47.5,163.8,113.4,0,,,,,5,,1,3,,,142.5,277.2,0
43991111,2012,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,0,0,0,4,1,4,,,,1,0,,,142.5,0,1
33024758,2014,RUSSIA,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,300,0,250,0,210,0,6,,44,,180,,5,5,,1,550,210,0
36325370,2016,FRANCE,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,44,0,,,,,45,,0,1,,8,0,44,0
33026543,2015,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,60,0,50,0,79.8,98.7,15,,10,,,22,1,2,,,110,178.5,0
44110112,2014,UNITED STATES,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,105.28,71.44,88.36,163.8,113.4,0,4,2,3,13,4,,2,3,,,265.08,277.2,0
33038319,2015,RUSSIA,MANAGER,Less than $20m,11 - 50 employees,Academic,0,192,228,0,201.6,0,,4,205,,174,,6,6,,,420,201.6,0
36394334,2016,UNITED KINGDOM,MANAGER,$50-$100m,100 - 500 employees,Academic,0,0,0,211.2,0,0,,,,168,,,0,4,,,0,211.2,0
44225762,2014,RUSSIA,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,60,0,50,117.6,0,0,4,,1,10,,,1,2,,,110,117.6,0
36443275,2016,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,275.88,200.64,238.26,,,,164,36,15,0,6,,5,0,714.78,0
44596956,2014,UNITED STATES,MANAGER,$1bn+,5000+ employees,Academic,145.08,100.44,122.76,201.6,142.8,0,4,1,5,39,21,,3,4,,,368.28,344.4,0
44620898,2015,SPAIN,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Research,60,40,0,0,0,0,4,8,,,,,1,0,,,100,0,1
36524345,2016,IRELAND,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research,0,0,0,290.4,0,250.8,,,,45,,135,0,6,,,0,541.2,0
33110967,2014,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Corporate,112,0,94,0,113.4,0,11,,,,27,,2,3,,,206,113.4,0
44775432,2015,SPAIN,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,264,192,0,277.2,0,0,4,25,,66,,,6,6,,9,456,277.2,0
33112814,2015,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate,0,40,50,0,0,0,,,,,,,1,0,,,90,0,1
44833550,2012,SPAIN,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,60,0,50,0,79.8,0,4,,8,,38,,1,2,,,110,79.8,0
36537104,2016,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,0,0,0,313.5,209,261.25,,,,28,12,60,0,5,,7,0,783.75,0
44871725,2012,FRANCE,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,57,38,47.5,0,0,0,4,,1,,,,1,0,,,142.5,0,1
33180887,2014,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Research,192,0,164,0,210,262.5,5,,26,,75,4,4,5,,3,356,472.5,0
33183082,2015,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,105.28,71.44,88.36,153.97,106.6,130.28,26,,5,2,,,2,3,,,265.08,390.85,0
44964415,2014,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,60,40,0,0,0,0,4,5,,,,,1,0,,,100,0,1
33198870,2015,SPAIN,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,0,192,228,277.2,0,239.4,,8,33,96,,96,6,6,,,420,516.6,0
36542381,2016,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,62.7,41.8,52.25,,,,2,1,9,0,1,,,0,156.75,0
45137479,2012,SPAIN,MANAGER,$20-$50m,11 - 50 employees,Academic,57,38,47.5,63,0,52.5,4,6,3,18,,9,1,1,,9,142.5,115.5,0
33223578,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic,264,192,0,0,201.6,0,31,118,,,168,,6,6,,,456,201.6,0
45319391,2013,FRANCE,MANAGER,$1bn+,5000+ employees,Academic,237.6,172.8,205.2,249.48,181.44,215.46,4,109,42,21,149,45,6,6,,10,615.6,646.38,0
36551820,2016,BELGIUM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,0,0,0,275.88,200.64,238.26,,,,58,55,18,0,6,,,0,714.78,0
33259642,2014,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,155.61,107.73,131.67,9,,1,49,46,5,1,3,,,142.5,395.01,0
45518686,2013,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,60,0,50,117.6,0,98.7,4,,5,11,,2,1,2,,,110,216.3,0
33267899,2013,RUSSIA,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,57,38,47.5,59.85,39.9,49.88,,3,3,4,13,6,1,1,,,142.5,149.63,0
36553201,2016,GERMANY,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,0,0,0,66,0,0,,,,19,,,0,1,,,0,66,0
45692375,2014,FRANCE,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate,264,0,228,277.2,0,0,4,,43,102,,,6,6,,,492,277.2,0
33295071,2012,GERMANY,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,237.6,172.8,205.2,249.48,181.44,215.46,153,,8,111,52,22,6,6,,,615.6,646.38,0
36574083,2016,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,0,0,0,66,44,0,,,,23,21,,0,1,,,0,110,0
48590561,2015,FRANCE,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,60,0,50,163.8,0,138.6,4,,12,3,,11,1,3,,7,110,302.4,0
33326320,2013,BELGIUM,MANAGER,$1bn+,5000+ employees,Academic,60,0,50,63,0,52.5,,,,2,,42,1,1,,,110,115.5,0
49149053,2014,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Research,60,0,50,0,79.8,0,4,,6,,12,,1,2,,,110,79.8,0
33334825,2012,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,57,38,47.5,155.61,107.73,131.67,9,3,,15,54,2,1,3,,,142.5,395.01,0
36636208,2016,UNITED STATES,SENIOR MANAGER,$1bn+,5000+ employees,Research,0,0,0,62.7,41.8,52.25,,,,13,,2,0,1,,10,0,156.75,0
49781414,2015,GERMANY,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,60,0,50,0,113.4,0,4,,,,12,,1,3,,10,110,113.4,0
49890304,2013,NETHERLANDS,MANAGER,Less than $20m,0 - 10 employees,Corporate,57,38,47.5,59.85,39.9,49.88,4,1,2,18,2,,1,1,,,142.5,149.63,0
36644698,2016,SPAIN,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic,0,0,0,62.7,41.8,52.25,,,,21,17,5,0,1,,,0,156.75,0
33407848,2013,SPAIN,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,0,0,132,0,0,0,,,21,,,,3,0,,,132,0,1
50347375,2013,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,60,0,50,0,42,0,4,,8,,36,,1,1,,,110,42,0
36660402,2016,UNITED KINGDOM,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,0,0,0,171.6,118.8,0,,,,69,26,,0,3,,,0,290.4,0
50897628,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Research,60,0,0,0,0,0,4,,,,,,1,0,,,60,0,1
33468360,2015,RUSSIA,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,57,38,47.5,0,42,52.5,6,1,6,,2,6,1,1,,5,142.5,94.5,0
33472665,2015,FRANCE,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Research,112,0,0,0,79.8,0,42,,,,8,,2,2,,,112,79.8,0
51126840,2012,UNITED STATES,MANAGER,$20-$50m,51 - 100 employees,Research,57,38,47.5,0,0,0,4,6,,,,,1,0,,,142.5,0,1
36705216,2016,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,0,0,0,62.7,41.8,52.25,,,,23,,8,0,1,,,0,156.75,0
33499092,2013,IRELAND,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,60,0,0,0,0,0,16,,,,,,1,0,,,60,0,1
36747258,2016,IRELAND,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,0,0,0,290.4,0,250.8,,,,208,,49,0,6,,,0,541.2,0
51380048,2014,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research,57,38,47.5,63,0,52.5,4,6,6,17,,2,1,1,,8,142.5,115.5,0
52097401,2012,IRELAND,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,145.08,100.44,122.76,0,0,0,4,7,30,,,,3,0,,,368.28,0,1
36805319,2016,IRELAND,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,0,55,,,,,,30,0,1,,,0,55,0
52369456,2014,FRANCE,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,60,0,50,0,42,52.5,4,,2,,1,30,1,1,,,110,94.5,0
33568716,2015,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,192,228,0,201.6,0,,38,99,,192,,6,6,,,420,201.6,0
52428333,2015,SPAIN,MANAGER,$20-$50m,51 - 100 employees,Academic,112,76,0,0,0,0,4,1,,,,,2,0,,,188,0,1
36824584,2016,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,26,2,3,0,1,,,0,156.75,0
33582830,2013,NETHERLANDS,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate,60,0,50,163.8,0,0,8,,7,69,,,1,3,,,110,163.8,0
36837988,2016,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,0,0,0,0,83.6,0,,,,,84,,0,2,,,0,83.6,0
33608269,2015,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research,0,108,132,0,0,0,,12,8,,,,3,0,,,240,0,1
33626237,2013,FRANCE,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Research,60,0,0,0,0,0,6,,,,,,1,0,,,60,0,1
53876062,2014,NETHERLANDS,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,60,0,50,117.6,79.8,0,4,,2,37,6,,1,2,,,110,197.4,0
36841454,2016,BELGIUM,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic,0,0,0,0,220,0,,,,,220,,0,5,,5,0,220,0
33642855,2015,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,57,38,47.5,59.85,39.9,49.88,25,,,2,3,,1,1,,,142.5,149.63,0
54149958,2013,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Research,57,38,47.5,0,0,0,4,,,,,,1,0,,,142.5,0,1
33647049,2013,IRELAND,MANAGER,$100-$500m,501 - 1000 employees,Research,57,38,47.5,155.61,107.73,131.67,8,2,4,2,8,7,1,3,,,142.5,395.01,0
33668637,2014,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,57,38,47.5,117.6,79.8,0,7,5,1,14,13,,1,2,,,142.5,197.4,0
33688518,2013,UNITED STATES,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,237.6,172.8,205.2,277.2,0,239.4,137,18,,72,,35,6,6,,,615.6,516.6,0
36881867,2016,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,6,7,17,0,1,,,0,156.75,0
33692986,2015,SPAIN,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,57,38,47.5,117.6,0,98.7,13,2,,14,,56,1,2,,,142.5,216.3,0
36897476,2016,SPAIN,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,275.88,200.64,238.26,,,,121,,16,0,6,,,0,714.78,0
33710179,2012,NETHERLANDS,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate,57,38,47.5,0,0,0,8,1,,,,,1,0,,,142.5,0,1
36923605,2016,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,,,1,0,1,,,0,156.75,0
33733691,2015,FRANCE,SENIOR MANAGER,$1bn+,5000+ employees,Research,264,192,0,277.2,201.6,0,24,83,,75,50,,6,6,,,456,478.8,0
55631200,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,60,0,50,163.8,0,0,4,,2,51,,,1,3,,,110,163.8,0
36931806,2016,SPAIN,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,0,0,0,66,44,0,,,,5,,,0,1,,,0,110,0
33755502,2013,IRELAND,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,156,0,0,0,0,0,12,,,,,,3,0,,,156,0,1
33760608,2015,FRANCE,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Corporate,60,0,0,0,0,0,,,,,,,1,0,,,60,0,1
33786335,2015,IRELAND,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,0,40,50,0,0,0,,3,3,,,,1,0,,,90,0,1
56317635,2013,IRELAND,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,57,38,47.5,0,0,0,4,2,4,,,,1,0,,,142.5,0,1
36937709,2016,RUSSIA,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,0,0,0,66,44,0,,,,3,14,,0,1,,10,0,110,0
33802813,2015,SPAIN,MANAGER,$20-$50m,51 - 100 employees,Research,0,108,132,315,0,0,,45,,185,,,3,5,,,240,315,0
56715434,2012,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,60,0,50,0,0,0,4,,14,,,,1,0,,,110,0,1
33815350,2015,FRANCE,MANAGER,$100-$500m,100 - 500 employees,Corporate,0,192,228,0,0,239.4,,14,27,,,144,6,6,,,420,239.4,0
36942683,2016,SPAIN,MANAGER,Less than $20m,11 - 50 employees,Academic,0,0,0,0,0,180.4,,,,,,4,0,4,,,0,180.4,0
37011742,2016,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,62.7,41.8,52.25,,,,11,,18,0,1,,8,0,156.75,0
57916163,2014,UNITED STATES,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,60,0,50,0,79.8,98.7,4,,,,19,22,1,2,,,110,178.5,0
33867679,2015,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,264,192,0,277.2,0,239.4,,17,,60,,83,6,6,,,456,516.6,0
33868368,2012,BELGIUM,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,176.64,125.12,150.88,0,0,0,22,20,13,,,,4,0,,,452.64,0,1
58004726,2015,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic,105.28,71.44,88.36,189.5,134.23,161.87,4,,5,,,,2,4,,,265.08,485.6,0
33880878,2013,SPAIN,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,57,38,47.5,0,0,0,6,,,,,,1,0,,,142.5,0,1
37049077,2016,GERMANY,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,0,0,0,0,211.2,250.8,,,,,36,,0,6,,,0,462,0
33895718,2014,SPAIN,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,60,0,50,63,0,52.5,,,23,2,,2,1,1,,,110,115.5,0
58202717,2014,UNITED STATES,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,60,0,50,163.8,0,138.6,4,,9,16,,16,1,3,,,110,302.4,0
37064377,2016,NETHERLANDS,MANAGER,$100-$500m,100 - 500 employees,Corporate,0,0,0,66,44,0,,,,19,,,0,1,,,0,110,0
58217961,2013,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,57,38,47.5,0,0,0,4,,3,,,,1,0,,,142.5,0,1
33951604,2012,GERMANY,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,264,0,228,0,201.6,0,60,,35,,264,,6,6,,,492,201.6,0
37104817,2016,IRELAND,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,0,0,0,123.2,0,0,,,,38,,,0,2,,,0,123.2,0
58735306,2015,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,60,40,0,0,0,0,4,16,,,,,1,0,,,100,0,1
33956503,2014,FRANCE,MANAGER,$50-$100m,51 - 100 employees,Corporate,60,0,50,117.6,79.8,0,7,,4,8,19,,1,2,,7,110,197.4,0
58771602,2015,BELGIUM,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,155.61,107.73,131.67,4,2,8,51,30,31,1,3,,1,142.5,395.01,0
33976880,2015,UNITED STATES,MANAGER,$1bn+,5000+ employees,Academic,0,40,50,0,0,0,,8,,,,,1,0,,,90,0,1
37172929,2016,RUSSIA,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,0,0,0,200.64,142.12,171.38,,,,51,,,0,4,,,0,514.14,0
58813666,2013,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,105.28,71.44,88.36,0,0,0,4,24,,,,,2,0,,,265.08,0,1
33981648,2014,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Research,60,0,50,63,0,52.5,23,,6,6,,24,1,1,,3,110,115.5,0
33999118,2015,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Corporate,0,200,250,0,0,239.4,,25,4,,,246,5,6,,8,450,239.4,0
59562006,2012,UNITED KINGDOM,MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,60,0,50,0,42,0,4,,21,,1,,1,1,,8,110,42,0
34006019,2015,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,0,0,164,0,0,172.2,,,76,,,180,4,4,,,164,172.2,0
37250885,2016,SPAIN,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,29,7,6,0,1,,,0,156.75,0
59620111,2014,NETHERLANDS,MANAGER,$50-$100m,51 - 100 employees,Academic,57,38,47.5,63,0,52.5,4,1,,25,,15,1,1,,,142.5,115.5,0
37313001,2016,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,0,0,0,66,0,55,,,,,,,0,1,,,0,121,0
59755125,2015,SPAIN,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,57,38,47.5,59.85,39.9,49.88,4,,6,35,1,8,1,1,,,142.5,149.63,0
37361989,2016,UNITED STATES,MANAGER,$50-$100m,51 - 100 employees,Corporate,0,0,0,275.88,200.64,238.26,,,,25,107,35,0,6,,9,0,714.78,0
